"team","rating"
1,1231.04473312921
2,718.051835618858
3,946.802597993831
4,968.899860671313
5,453.945005655122
6,1268.76258629122
7,1254.5936679697
8,1202.9294557552
9,980.759837720591
10,659.814738153767
11,1159.02665835266
12,535.657196987047
13,386.46873545211
14,640.792493856244
15,880.809703906704
16,1118.73315319912
17,1209.14888979696
18,778.276959363231
19,666.563311364969
20,724.891961015546
