"","player_id","player_name","n_win"
"313474","313474","28Rafael Thy ... Rafael Thyere de Alb... RP313474",45
"175242","175242","77Sergio Ant ... Sergio Antonio Borge... RP175242",45
"309438","309438","34William William de Asevedo F ... RP309438",45
"291542","291542","4Galhardo Rafael Galhardo de Souza TP291542",45
"308275","308275","39Gustavo Gustavo Henric da Silva RP308275",45
"329952","329952","16Bruno Bruno Ferreira Melo RP329952",45
"376586","376586","54Joao Joao Pedro Maturano ... RP376586",45
"317780","317780","38Daniel Daniel Guedes da Silva RP317780",45
"439689","439689","36Piton Lucas Piton Crivellaro RP439689",45
"387808","387808","31Arthur Arthur Gomes Lourenco RP387808",45
"557878","557878","33Khellven Khellven Douglas Sil ... RP557878",45
"699115","699115","3Júnior Alo ... Junior Osmar Ignacio... TP699115",45
"304071","304071","38Eduardo Eduardo Gabriel dos  ... RP304071",44
"188260","188260","43Tiago Tiago Pagnussat RP188260",44
"307285","307285","21Wellington ... Wellington Soares da ... RP307285",44
"316748","316748","49Lucas Lucas de Figueiredo ... RP316748",44
"296349","296349","19Edigar Edigar Junio Teixeir... RP296349",44
"340736","340736","20Matheus Matheus Rossetto RP340736",44
"389378","389378","39Breno Breno Henrique Vasco ... TP389378",44
"306149","306149","22Leandro Leandro Marcos Pereira RP306149",44
"409873","409873","27Ivaldo Jose Ivaldo Almeida  ... RP409873",44
"353824","353824","38Carlos Alb ... Carlos Alberto Carva... RP353824",44
"352647","352647","14Fabiano Fabiano Leismann RP352647",44
"150176","150176","30Kleber Kleber Giacomace de  ... RP150176",43
"165925","165925","1Muriel Muriel Gustavo Becker T(g)P165925",43
"179974","179974","9Ricardo Ricardo Bueno da Silva TP179974",43
"180622","180622","12Vladimir Vladimir Orlando Car ... RP180622",43
"163885","163885","13Fabio Fabio Ferreira da Silva RP163885",43
"308965","308965","37Henrique Henrique Silva Milagres TP308965",43
"303542","303542","18Matheus Matheus Galdezani RP303542",43
"293384","293384","15Anselmo Anselmo de Moraes RP293384",43
"303545","303545","23Douglas Douglas Coutinho Gom ... RP303545",43
"380655","380655","17Hugo Moura Hugo Moura Arruda da ... RP380655",43
"505058","505058","47Ferreira Aldemir dos Santos F ... RP505058",43
"422351","422351","52Jean Pyerre Jean Pyerre Casagran ... RP422351",43
"501063","501063","25Gabriel Me ... Gabriel Vinicius Menino TP501063",43
"336832","336832","25Naldo Marinaldo dos Santos... RP336832",43
"459744","459744","10Lucas Lucas Andres Mugni TP459744",43
"646668","646668","10Yeferson S ... Yeferson Julio Sotel... TP646668",43
"107639","107639","1Rogerio Rogerio Ceni T(g)P107639",42
"140841","140841","1Jefferson Jefferson de Oliveir... T(g)P140841",42
"138932","138932","2Ceara Marcos Venancio de A ... TP138932",42
"169945","169945","17Ytalo Ytalo Jose Oliveira  ... RP169945",42
"163056","163056","7Hulk Givanildo Vieira de  ... TP163056",42
"299208","299208","22Rhayner Rhayner Santos Nasci ... RP299208",42
"179486","179486","25Wellington Wellington Nasciment ... TP179486",42
"191433","191433","18Bergson Bergson Gustavo Silv... RP191433",42
"189538","189538","11Felipe Felipe de Oliveira Silva TP189538",42
