"player_id","player_name"
161745,"33Edilson Edilson Mendes Guimares RP161745"
159747,"9Humberlito Humberlito Borges Te ... TP159747"
150591,"11Dagoberto Dagoberto Pelentier TP150591"
165925,"1Muriel Muriel Gustavo Becker T(g)P165925"
170272,"2Victor Victor Ferraz Macedo TP170272"
165064,"17Everton Sa ... Everton Leandro dos  ... RP165064"
169945,"17Ytalo Ytalo Jose Oliveira  ... RP169945"
165775,"25Kanu Antonio Eduardo Pere... RP165775"
167201,"14Gilson Gilson Gomes do Nasc ... RP167201"
139094,"14Dudu Ceare ... Alexandro Silva de Sousa RP139094"
155991,"13Paulo Andre Paulo Andre Cren Benini TP155991"
172292,"12Denis Denis Cesar de Matos T(g)P172292"
152138,"35Diego Riba ... Diego Ribas da Cunha TP152138"
150549,"23Rafael Sobis Rafael Augusto Sobis TP150549"
159684,"23Kaufmann Fernando Miguel Kaufmann RP159684"
170540,"11Wesley Wesley Lopes Beltrame RP170540"
169529,"2Ayrton Ayrton Luiz Ganino TP169529"
153229,"36Jailson Jailson Marcelino do ... RP153229"
177050,"23Fagner Fagner Conserva Lemos RP177050"
177853,"27Walter Walter Leandro Capel ... RP177853"
171788,"13Thiago Thiago Heleno Henriq ... RP171788"
171975,"17Bacabal Guilherme Milhomen G... RP171975"
155840,"8Cicero Cicero Santos TP155840"
165830,"22Danilo Danilo Fernandes Batista RP165830"
166061,"41Willian Willian Gomes de Siq ... RP166061"
161301,"33Henrique Henrique Adriano Buss TP161301"
178303,"9Henrique Henrique Almeida Cai... RP178303"
170077,"2Eduardo Carlos Eduardo Santo ... TP170077"
144059,"4Ebert Will ... Ebert Willian Amancio TP144059"
154144,"8Cleiton Xa ... Cleiton Ribeiro Xavier RP154144"
172028,"1Felipe Felipe Garcia dos Pr... T(g)P172028"
161437,"11Fernando Fernando Camilo Farias TP161437"
132142,"13Maicon Maicon Douglas Sisenando TP132142"
176915,"30Renan Renan Ribeiro RP176915"
165198,"18Jonathan Jonathan Cicero Moreira TP165198"
150943,"13Rafael Mar ... Rafael Marques Pinto RP150943"
163514,"99Tulio Tulio Vinicius Froes ... RP163514"
164974,"9Thiago Rib ... Thiago Ribeiro Cardoso TP164974"
178005,"17Diego Diego da Silva Rosa RP178005"
162504,"7Jo Joao Alves de Assis  ... TP162504"
179395,"5Junior Paulo Roberto Valour ... TP179395"
163254,"31Edimar Edimar Curitiba Fraga TP163254"
150986,"10Nene Anderson Luis de Car ... TP150986"
173742,"4Willian William Augusto Alve ... TP173742"
159238,"1Diego Alves Diego Alves Carreira T(g)P159238"
169978,"25Julio Cesa ... Julio Cesar Jacobi RP169978"
158204,"2Luis Ricardo Luis Ricardo Silva U... TP158204"
169938,"17Bruno Bruno Cesar Pereira  ... TP169938"
151708,"7Rafinha Rafael da Silva Fran ... TP151708"
147495,"17Gerson Gerson Alencar de Li ... RP147495"
154127,"19Wagner Wagner Ferreira dos ... TP154127"
168008,"13David David Braz Oliveira  ... RP168008"
168281,"12Luis Luis Carlos Dallastella R(g)P168281"
181803,"8Elton Elton Junior Melo Ataide TP181803"
167958,"3Welington Welington Pereira Ro ... TP167958"
126051,"12Julio Cesar Julio Cesar Soares d ... T(g)P126051"
159419,"9Roberto Roberto Cesar Zardin ... RP159419"
174941,"25Ronaldo Ronaldo Luiz Alves RP174941"
184819,"4Rayan Rayan Poltronieri Pereira TP184819"
150801,"30Felipe Melo Felipe Melo de Carvalho TP150801"
177071,"27Kayke Kayke Moreno de Andr ... RP177071"
162905,"11Elton Elton Rodrigues Brandao TP162905"
178365,"73Thiago Rod ... Thiago Rodrigues de  ... RP178365"
155955,"33Anderson Anderson Pedro da Si ... RP155955"
165075,"7Eder Eder Luis de Oliveira TP165075"
163939,"8Leandro Do ... Leandro Donizete Gon ... TP163939"
166603,"18Maicon Maicon Thiago Pereir... RP166603"
178750,"33Breno Breno Vinicius Borges RP178750"
167723,"36Tiago Tiago dos Santos Alves TP167723"
161269,"70Maicon Maicosuel Reginaldo ... TP161269"
184455,"5Rodrigo Rodrigo Oliveira Lindoso TP184455"
179773,"9Grampola Rafael Santiago Goncalves TP179773"
177770,"1Vanderlei Vanderlei Farias da  ... T(g)P177770"
180083,"5Willian Willian Roberto de F ... RP180083"
164170,"25Leandro Leandro Castan da Silva TP164170"
174194,"17Wallyson Wallyson Ricardo Mac... RP174194"
169835,"5Edicarlos Elicarlos Souza Santos TP169835"
172996,"2Bruno Bruno Vieira do Nasc... TP172996"
169939,"5Amaral William Jose de Souza TP169939"
167769,"6Marcio Aze ... Marcio Gonzaga de Azevedo RP167769"
178875,"4Ernando Ernando Rodrigues Lopes TP178875"
150201,"9Diego Tard ... Diego Tardelli Martins TP150201"
165094,"25Diogo Silva Diogo Jose Goncalves ... RP165094"
173861,"15Hernanes Anderson Hernanes de... TP173861"
153924,"31Vagner Love Vagner Silva de Souza TP153924"
172411,"4Werley Werley Ananias da Silva TP172411"
175223,"5Geovane Geovane Batista de Faria TP175223"
159632,"3Leandro Leandro Rosa de Souza RP159632"
166258,"23Anderson Anderson Vieira Martins TP166258"
165096,"7Madson Madson Formagini Caridade RP165096"
175475,"3Matheus Matheus Ferraz Pereira TP175475"
177411,"17Osvaldo Osvaldo Lourenco Filho TP177411"
182631,"12Alemao Agenor Detofol T(g)P182631"
171406,"18Rafael Vaz Rafael Vaz dos Santos TP171406"
172038,"13Rodrigo Rodrigo Junior Paula... TP172038"
175878,"6Giovanni Giovanni Palmieri do ... TP175878"
160810,"25Evandro Evandro Goebel RP160810"
155516,"21Adriano Adriano Correia Claro TP155516"
156447,"16Filipe Luís Filipe Luis Kasmirski TP156447"
144094,"10Dani Alves Daniel Alves da Silva TP144094"
182717,"40D. Friedrich Douglas Alan Schuck ... RP182717"
169728,"44Mauricio Mauricio Donizeti Ra ... RP169728"
177092,"24Leonardo Leonardo da Silva Vieira RP177092"
154969,"12Marcelo Bo ... Marcelo Boeck RP154969"
172576,"2Apodi Luiz Diallison de So ... TP172576"
165924,"10Luiz Adriano Luiz Adriano Souza d ... TP165924"
167509,"4Rever Rever Humberto Alves... TP167509"
162248,"6Fabio Santos Fabio Santos Romeu TP162248"
177885,"17Rodriguinho Rodrigo Eduardo Cost... RP177885"
177354,"28Moacir Moacir Costa da Silva RP177354"
175720,"6Rafael Rafael Foster TP175720"
188398,"1Everson Everson Felipe Marqu... T(g)P188398"
188660,"4Gilvan Gilvan Souza Correa TP188660"
179832,"18Walter Walter Henrique da Silva TP179832"
291843,"19Edson Edson Felipe da Cruz RP291843"
184307,"37Marinho Mario Sergio Santos  ... RP184307"
150963,"1Julio Cesar Julio Cesar de Souza... RP150963"
178620,"13Patric Patric Cabral Lalau RP178620"
169888,"10Thiago Neves Thiago Neves Augusto RP169888"
175065,"77Fabio Fabio Goncalves TP175065"
303063,"6Natanael Natanael Batista Pimenta TP303063"
186450,"14Gustavo Gustavo Henrique Vernes RP186450"
180213,"12Rafael Rafael Pires Monteiro RP180213"
176522,"77Ederson Ederson Alves Ribeir... TP176522"
179880,"21Roberson Roberson de Arruda Alves RP179880"
293428,"33Aderbar Aderbar Melo dos San... RP293428"
309431,"35Victor Victor Luis Chuab Za... RP309431"
169890,"25Chico Luis Francisco Grando TP169890"
313780,"7Welison José Welison da Silva TP313780"
314287,"25Bruno Bruno dos Santos Nazario RP314287"
159997,"22Miranda Joao Miranda de Souz ... TP159997"
163056,"7Hulk Givanildo Vieira de  ... TP163056"
298660,"1Joao Joao Ricardo Riedi T(g)P298660"
182466,"99Ramon Anselmo Ramon Alves ... RP182466"
168926,"1Matheus Matheus Fernando Cav ... T(g)P168926"
174223,"8Joao Paulo Joao Paulo da Silva TP174223"
169374,"26Felipe Felipe Augusto Santana TP169374"
167716,"23Eder Eder Citadin Martins RP167716"
177042,"10Taison Taison Barcellos Freda TP177042"
294484,"28Marlon Marlon Adriano Prezotti RP294484"
169747,"20Marcelo Mi ... Marcelo Aparecido Toscano RP169747"
157280,"6Egidio Egidio de Araujo Per ... TP157280"
178373,"18Jael Jael Ferreira Vieira RP178373"
296330,"13Rodrigo Rodrigo Dourado Cunha TP296330"
170255,"4Christian Christian Chagas Tarouco TP170255"
183873,"29Guilherme Guilherme de Aguiar  ... RP183873"
291584,"1Tiago Volpi Tiago Luis Volpi T(g)P291584"
291617,"1Richard Richard de Oliveira Costa T(g)P291617"
292942,"9Andre Andre Felipe Ribeiro ... RP292942"
177948,"1Marcelo Marcelo Henrique Pas ... T(g)P177948"
296645,"1Mauricio Mauricio Kozlinski T(g)P296645"
175320,"6Uendel Uendel Pereira Goncalves TP175320"
179100,"20Ricardo Ricardo Ribeiro de Lima RP179100"
293087,"22Santiago Santiago Trellez Vivero TP293087"
311439,"37Mike Mike dos Santos Nena ... RP311439"
172367,"23David Luiz David Luiz Moreira M ... TP172367"
308661,"48Vinicius Vinicius Silvestre d... RP308661"
309585,"92Carlos Carlos Eduardo Soare ... R(g)P309585"
161656,"13Rafinha Marcio Rafael Ferrei ... TP161656"
294363,"43Lucas Lucas Domingues Piazon TP294363"
164621,"19Muriqui Luiz Guilherme da Co ... RP164621"
165836,"8Renato Renato Soares de Oli... TP165836"
178178,"27Maicon Maicon Pereira Roque TP178178"
173551,"13Rodrigo Rodrigo Modesto da S... TP173551"
183977,"2Nino Paraíba Severino do Ramo Cle ... TP183977"
172236,"10Marlos Marlos Romero Bonfim RP172236"
299778,"14Chay Chayene Medeiros Oli ... TP299778"
179288,"29Michel Michel Macedo Rocha ... RP179288"
300394,"33Wanderson Wanderson Santos Pereira RP300394"
293440,"7Marcelo Marcelo Cirino da Silva TP293440"
177444,"17Everton Ri ... Everton Augusto de B ... TP177444"
307317,"11Pablo Pablo Felipe Teixeira TP307317"
168982,"30Leonardo Leonardo Gamalho de ... TP168982"
174755,"12Joao Carlos Joao Carlos Heidemann RP174755"
177585,"12Sidnei Sidnei Rechel da Sil ... TP177585"
183975,"22Elvis Elvis Vieira Araujo TP183975"
320263,"22Matheus Fe ... Matheus Fernandes Si ... RP320263"
291939,"13Aderlan Aderlan de Lima Silva RP291939"
176772,"31Dentinho Bruno Ferreira Bonfim RP176772"
179934,"9Nicolas Nicolas Godinho Johann RP179934"
184332,"22Douglas Douglas Borges RP184332"
160735,"5Fernandinho Fernando Luiz Roza RP160735"
177745,"21Marcal Fernando Marcal de O ... TP177745"
177931,"32Felipe Felipe Alves Raymundo R(g)P177931"
302136,"28Pedro Pedro Henrique Konze ... RP302136"
184041,"33Carlos Carlos Eduardo de Ol ... RP184041"
179974,"9Ricardo Ricardo Bueno da Silva TP179974"
188424,"22Renan Renan dos Santos RP188424"
295557,"24Jandrei Jandrei Chitolina Ca... T(g)P295557"
170144,"25Mariano Mariano Ferreira Filho RP170144"
159483,"1Gledson Gledson Ribeiro dos ... T(g)P159483"
175719,"7Rafael Rafael Pereira da Silva RP175719"
304071,"38Eduardo Eduardo Gabriel dos  ... RP304071"
178095,"14Alan Kardec Alan Kardec de Souza... TP178095"
292282,"4Luciano Ca ... Luciano Castan da Silva TP292282"
311316,"72Anderson Anderson Silva da Paixão R(g)P311316"
302192,"7Jadson Jadson Alves dos Santos TP302192"
294769,"46Vinicius Vinicius Goes Barbos ... RP294769"
177753,"7Alex Teixeira Alex Teixeira Santos TP177753"
169000,"88Bruno Mezenga Bruno Ferreira Mombr ... RP169000"
185444,"18Gilberto Gilberto Oliveira So... RP185444"
303718,"27Yago Yago Felipe da Costa... RP303718"
187314,"44Bruno Uvin ... Bruno Uvini Bortolanca RP187314"
186722,"88Rangel Marcelo Rangel Rosa R(g)P186722"
300140,"31Vitor Hugo Vitor Hugo Franchesc ... TP300140"
175726,"2Fabio Fabio Pereira da Silva TP175726"
173538,"19Aloisio Aloisio dos Santos G... RP173538"
295792,"16Eduardo Eduardo Colcenti Antunes RP295792"
185679,"2Cicinho Neuciano de Jesus Gusmao TP185679"
331937,"20Lucas Lucas Rafael Araujo Lima RP331937"
302768,"29Robson Robson dos Santos Fe ... RP302768"
308316,"23Tadeu Tadeu Antonio Ferreira T(g)P308316"
323637,"12Leonardo Leonardo Cesar Jardim RP323637"
180622,"12Vladimir Vladimir Orlando Car ... RP180622"
190009,"60Guilherme Guilherme Costa Marques RP190009"
311988,"11Ale Alexandre Egea TP311988"
308416,"18Paulinho Paulo Lucas Santos d ... TP308416"
187787,"16Dodo Jose Rodolfo Pires R ... TP187787"
177588,"7Alexandre Alexandre Rodrigues  ... RP177588"
173797,"19Diego da S ... Diego da Silva Costa RP173797"
292253,"1Rafael Rafael Cabral Barbosa T(g)P292253"
293422,"11Joao Pedro Joao Pedro Geraldino ... TP293422"
292132,"15Bruno Bruno Henrique Corsini RP292132"
182380,"15Fransergio Fransergio Rodrigues ... TP182380"
305976,"19Alan Patrick Alan Patrick Lourenço RP305976"
303716,"32Pedro Pedro Guilherme Abre... RP303716"
175557,"11Felipe Felipe Azevedo dos S... TP175557"
191618,"80Junior Cai ... Uilson de Souza Paul ... RP191618"
318143,"18Jean Jean Lucas de Souza ... RP318143"
144746,"3Chicão Anderson Sebastiao C ... RP144746"
158893,"10Renato Renato Adriano Jaco  ... TP158893"
145180,"2Gabriel Gabriel Rodrigues do... TP145180"
146475,"8Rodrigo So ... Rodrigo Ribeiro Souto TP146475"
136911,"10Souza Willamis de Souza Silva TP136911"
150855,"18Giancarlo Giancarlo da Silva Moro RP150855"
172554,"17Pedro Henr ... Pedro Henrique Oldon ... RP172554"
138056,"10Hugo Hugo Henrique Assis ... TP138056"
130372,"35Luiz Alber ... Luiz Alberto da Silv... RP130372"
163885,"13Fabio Fabio Ferreira da Silva RP163885"
154766,"5Marcelo Ma ... Marcelo de Mattos Terra TP154766"
138048,"8Correa Carlos Rodrigo Correa TP138048"
153784,"12Galatto Rodrigo Jose Galatto RP153784"
145220,"14Claudio Claudio Andres Del T... RP145220"
142887,"18Weldon Weldon Santos de Andrade RP142887"
146818,"3Jean Jean de Oliveira da Rolt TP146818"
162897,"5Helder Helder de Paula Santos TP162897"
141840,"4Leandro Leandro da Fonseca E ... RP141840"
161940,"3Antonio Antonio Carlos dos S... TP161940"
162004,"14Alison Alison Wagner Lira F ... RP162004"
162754,"50Jakson Ave ... Jakson Avelino Coelho RP162754"
160610,"3Dão Dannyu Francisco dos... TP160610"
171745,"2Sueliton Sueliton Pereira de ... TP171745"
163063,"19Rodrigo Rodrigo Silva RP163063"
145298,"13Wendel Wendel Santana Perei... TP145298"
155426,"1Luiz Silva ... Luiz Silva Filho T(g)P155426"
156325,"2Vitor Cicero Vitor dos San... TP156325"
164237,"9Dinei Telmario de Araujo S ... TP164237"
152154,"6Ivan Ivan Saraiva de Souza TP152154"
162945,"6Leo Gago Leonardo David de Moura RP162945"
150305,"21Carlos Hen ... Carlos Henrique dos ... TP150305"
165831,"15Denilson Denilson Pereira Neves TP165831"
145183,"8Kaká Ricardo Izecson dos ... TP145183"
158711,"10Marcio Marcio Jose de Oliveira TP158711"
160379,"5Rafael Rafael Miranda da Co ... TP160379"
171936,"30Bruno Bruno Cesar Zanaki TP171936"
176908,"7Diogo Diogo Luis Santo TP176908"
144612,"22Deola Eliton Deola RP144612"
151005,"18Edno Edno Roberto Cunha RP151005"
166725,"8Rivaldo Rivaldo Barbosa de Souza RP166725"
156034,"5Lucas Pierre Lucas Pierre Santos ... TP156034"
165544,"28Charles Charles Fernando Bas ... TP165544"
159912,"16Wiliam Wiliam Kozlowski Alv ... RP159912"
156079,"10Marcos Marcos Vicente dos S ... TP156079"
150105,"1Oliveira Ederaldo Antonio de ... T(g)P150105"
172404,"13Frederico Frederico Burgel Xavier RP172404"
179098,"18Felipe Felipe Menezes Jacomo RP179098"
166943,"14Edson Edson Jose da Silva TP166943"
156445,"14Douglas Douglas da Silva RP156445"
155605,"26Julio Cesar Julio Cesar Coelho d... TP155605"
166253,"10Marcos Aur ... Marcos Aurelio de Ol... TP166253"
145958,"22Diego Diego Salgado Costa  ... RP145958"
165939,"3Bruno Aguiar Bruno Henrique Fortu... TP165939"
149578,"13Bobo Deyvison Rogerio da  ... RP149578"
166495,"26Luiz Eduardo Luiz Eduardo Rodrigues TP166495"
170427,"16Rafael Rafael Bastos TP170427"
149502,"83Flavinho Flavio Alex Valencio RP149502"
172110,"39Elias Elias Constantino Pe ... RP172110"
168766,"7Ze Eduardo Jose Eduardo Bischof... RP168766"
155518,"17Rudnei Rudnei da Rosa RP155518"
156045,"21Ygor Ygor Maciel Santiago RP156045"
160357,"6Rogerio Rogerio Rodrigues da... TP160357"
167070,"9Edson Rati ... Edson Ramos da Silva TP167070"
165439,"26Carlos Carlos Cesar Neves TP165439"
161518,"31Anderson A ... Anderson Angus Aquino RP161518"
177010,"12Gomes Alex Roberto Santana ... RP177010"
173277,"11Fernandinho Luiz Fernando Pereir ... TP173277"
159190,"13Danny Danny Bittencourt Morais RP159190"
177152,"3Victor Ramos Victor Ramos Ferreira TP177152"
172918,"9Danilo Danilo Leandro Dias TP172918"
176512,"11Tiago Real Tiago Real do Prado TP176512"
174348,"44Leandro Al ... Leandro Almeida da Silva TP174348"
155389,"45Filipe Jos ... Filipe Jose Machado RP155389"
173760,"6Carlinhos Carlos Andrade Souza TP173760"
151033,"12Fernando L ... Fernando Leal Fonseca RP151033"
176981,"20Tony Antonio de Moura Car... RP176981"
170812,"8Henrique Henrique Pacheco de Lima RP170812"
302792,"35Arthur Arthur Henrique Ramo ... RP302792"
159371,"30Leandro Sa ... Leandro Salino do Carmo RP159371"
176196,"6Eduardo Eduardo Jose Diniz Costa TP176196"
170011,"19Antonio Antonio Thomaz Santo... RP170011"
185339,"7Rene Rene dos Santos Junior TP185339"
178222,"40Petros Petros Matheus dos S... TP178222"
178891,"8Paulinho Paulo Sergio de Oliveira TP178891"
172361,"6Ramon Ramon de Moraes Motta TP172361"
163814,"21Veron Danilo Veron Bairros RP163814"
175390,"9Sergio Sergio Dutra Junior TP175390"
166647,"33Bruno Bruno Rodrigo Fenelo ... TP166647"
184685,"7Maikon Maikon Fernando Souz ... TP184685"
172279,"17Wellington Welington Simiao RP172279"
178827,"2Lucas Lucas Rios Marques TP178827"
188260,"43Tiago Tiago Pagnussat RP188260"
171998,"19Keirrison Keirrison de Souza C ... RP171998"
178962,"33Klever Klever Rodrigo Gomes ... RP178962"
185301,"22Silvio Silvio Jose Cardoso ... TP185301"
160686,"3Rafael Rafael Ramos de Lima TP160686"
184221,"18Léo Itape ... Leonardo de Oliveira... RP184221"
169114,"8Ricardinho Ricardo Dias Acosta TP169114"
299067,"32Nathan Rib ... Nathan Otavio Ribeiro TP299067"
158615,"20Rafael Mar ... Rafael Marques Mariano TP158615"
189822,"89Thiago Thiago Galhardo do N... RP189822"
166131,"3Danilo Danilo Aparecido da Silva RP166131"
291866,"9Leandro Da ... Leandro Damiao da Si ... RP291866"
185126,"9Kieza Welker Marcal Almeida TP185126"
